"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","private_place_guess","geoprivacy","coordinates_obscured","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","oauth_application_id","captive_cultivated"
"Caretta caretta","1998-05-02 00:00:00 -0500","","United States",24.7816379921,-82.8724169926,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7942888","","bkorol",7942888,"Loggerhead Sea Turtle","Reptilia",39665,"false",0,0,"1998/05/02","1998-05-02","","Eastern Time (US & Canada)",288,"Garden Key, Florida 33040, USA","obscured","true","","","false",533871,"2017-09-16 11:56:52 UTC","2017-09-16 12:05:46 UTC","casual","CC-BY-NC",NA,"false"
"Caretta caretta","2006-04-11 07:43:00 +0200","","",16.0241550527,-22.9639989495,"iNaturalist","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7913908","https://static.inaturalist.org/photos/10443266/medium.jpeg?1505382324","axeira",7913908,"Loggerhead Sea Turtle","Reptilia",39665,"false",2,0,"2006/04/11 7:43 AM CEST","2006-04-11","2006-04-11 05:43:00 UTC","Paris",21473,"Cape Verde","","true","","","false",291972,"2017-09-14 09:49:48 UTC","2017-12-04 09:18:21 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2017-09-09 11:41:41 +0200","Lunghezza carapace 80 cm","Emilia-Romagna, IT",44.7390955179,12.2630232006,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7842837","https://static.inaturalist.org/photos/10329122/medium.jpeg?1504951045","cristianomantovani",7842837,"Tartaruga caretta","Reptilia",39665,"false",3,0,"2017-09-09 11:41:41 AM CEST","2017-09-09","2017-09-09 09:41:41 UTC","Paris",129,"Via Spiaggia, 44029 Comacchio FE, Italia","","true","gps","gps","false",111219,"2017-09-09 09:57:21 UTC","2017-09-10 12:20:35 UTC","research","CC-BY-NC",2,"false"
"Caretta caretta","2014-08-05 22:35:00 +0100","Found this hatchling coming out the nest.","",35.0074648882,32.4042663779,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7825660","https://static.inaturalist.org/photos/10298246/medium.jpg?1504820274","thomas_flowers1",7825660,"Loggerhead Sea Turtle","Reptilia",39665,"false",0,0,"2014/08/05 10:35 PM BST","2014-08-05","2014-08-05 21:35:00 UTC","London",3906,"Paphos, Cyprus","","true","","","false",617874,"2017-09-07 21:50:24 UTC","2017-09-07 21:50:24 UTC","needs_id","CC-BY-NC",NA,"false"
"Caretta caretta","2017-09-04 10:55:50 -0400","","Florida, US",28.1980821368,-80.5148649714,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7783130","https://static.inaturalist.org/photos/10228694/medium.jpg?1504557897","ryancooke",7783130,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Mon Sep 04 2017 10:55:50 GMT-0400 (EDT)","2017-09-04","2017-09-04 14:55:50 UTC","Eastern Time (US & Canada)",NA,"Atlantic Ocean, , FL, US","","true","","","false",469469,"2017-09-04 20:44:50 UTC","2017-10-29 12:55:02 UTC","research","CC-BY-NC",3,"false"
"Caretta caretta","2017-08-31 08:45:25 -0400","Found washed up after recent storms on the Cape Charles beach next to the fishing pier, approximately 4' long, the notebook next to the turtle is 8 and 1/2 inches. Not sure what sea turtle this is.","Virginia, US",37.2142531005,-76.0097151114,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7761231","https://static.inaturalist.org/photos/10193539/medium.jpg?1504440509","vicklein",7761231,"Loggerhead Sea Turtle","Reptilia",39665,"false",2,0,"Thu Aug 31 2017 08:45:25 GMT-0400 (EDT)","2017-08-31","2017-08-31 12:45:25 UTC","Eastern Time (US & Canada)",73,"Chesapeake Bay, District 2, VA, US","","true","","","false",196922,"2017-09-03 12:07:57 UTC","2017-11-10 19:38:51 UTC","research","CC-BY-NC",3,"false"
"Caretta caretta","2015-05-27 23:00:14 -0400","Beautiful experience with my family
","Florida, US",27.8121239425,-80.5119403886,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7742022","https://static.inaturalist.org/photos/10161994/medium.jpg?1504301596","mrbryanames",7742022,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Wed May 27 2015 23:00:14 GMT-0400 (EDT)","2015-05-27","2015-05-28 03:00:14 UTC","Eastern Time (US & Canada)",2174,"9515 S Highway A1A, Melbourne Beach, FL, US","","true","","","false",607566,"2017-09-01 21:33:13 UTC","2017-09-03 03:08:22 UTC","research","",3,"false"
"Caretta caretta","2017-07-21 08:38:48 -0400","While conducting turtle nesting surveys found this female turtle who had gotten disoriented and stuck behind the dune. Helped get her back over the dune and back into the ocean. ","Charleston County, US-SC, US",32.8969753838,-79.7661879094,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7736971","https://static.inaturalist.org/photos/10153496/medium.jpg?1504270160","cturtlemel",7736971,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Fri Jul 21 2017 08:38:48 GMT-0400 (EDT)","2017-07-21","2017-07-21 12:38:48 UTC","Eastern Time (US & Canada)",NA,"Atlantic Ocean, , SC, US","","true","","","false",571258,"2017-09-01 12:47:57 UTC","2017-09-01 13:55:36 UTC","research","",3,"false"
"Caretta caretta","2017-08-31 18:15:25 +0300","","Crete, Crete, GR",35.5255110361,24.1617994978,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7727938","https://static.inaturalist.org/photos/10139241/medium.jpg?1504204064","alessan",7727938,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017-08-31 6:15:25 PM EEST","2017-08-31","2017-08-31 15:15:25 UTC","Athens",86,"Defkalionos, Chania 731 32, Grecia","","true","gps","gps","false",607752,"2017-08-31 18:27:41 UTC","2017-11-03 08:06:35 UTC","research","",2,"false"
"Caretta caretta","2017-06-25 06:01:53 -0400","They're back! Spotted our first turtle of the season in the Cape Fear.","United States",33.8622127988,-78.1898459696,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7713079","","nancy88",7713079,"Loggerhead Sea Turtle","Reptilia",39665,"false",0,0,"2017-06-25 6:01:53 AM EDT","2017-06-25","2017-06-25 10:01:53 UTC","Eastern Time (US & Canada)",352222,"Smithville, NC","","true","gps","gps","false",469226,"2017-08-30 12:23:54 UTC","2017-08-30 12:36:59 UTC","casual","",2,"false"
"Caretta caretta","2017-08-25 09:29:43 -0400","Proper state permits were obtained before handling. ","Georgia, US",31.8789638481,-81.0259819667,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7687145","https://static.inaturalist.org/photos/10071952/medium.jpeg?1503925554","tarheelgirl714",7687145,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017-08-25 9:29:43 AM EDT","2017-08-25","2017-08-25 13:29:43 UTC","Eastern Time (US & Canada)",NA,"Georgia, US","","true","gps","gps","false",599843,"2017-08-28 13:05:30 UTC","2017-08-28 13:15:54 UTC","research","",2,"false"
"Caretta caretta","2017-08-12 23:25:00 -0400","","United States",26.2655989292,-80.0933626459,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7680765","https://static.inaturalist.org/photos/10061028/medium.jpeg?1503877950","katiedid101",7680765,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"2017/08/12 11:25 PM EDT","2017-08-12","2017-08-13 03:25:00 UTC","Eastern Time (US & Canada)",1619,"Broward County, FL, USA","","true","","","false",515098,"2017-08-27 23:53:49 UTC","2017-08-28 01:18:42 UTC","research","CC-BY-NC",NA,"false"
"Caretta caretta","2017-08-22 19:09:11 -0400","8 Loggerhead sea turtle hatchlings , endangered since 1978, were rescued and released into the Atlantic Ocean by the volunteers at the N Myrtle Beach SC turtle patrol.","United States",33.7562705358,-78.6101710963,"","Loggerhead Sea Turtle","https://www.inaturalist.org/observations/7623657","https://static.inaturalist.org/photos/9967045/medium.jpg?1503528687","swimmer",7623657,"Loggerhead Sea Turtle","Reptilia",39665,"false",1,0,"Tue Aug 22 2017 19:09:11 GMT-0400 (EDT)","2017-08-22","2017-08-22 23:09:11 UTC","Eastern Time (US & Canada)",291,"29572, Briarcliffe Acres, SC, US","","true","","","false",590428,"2017-08-23 22:51:18 UTC","2017-08-28 13:11:25 UTC","research","",3,"false"
